interaction,total,uterine_carcinosarcoma,kidney_papillary_cell_carcinoma,kidney_chromophobe,kidney_clear_cell_carcinoma,brain_lower_grade_glioma,glioblastoma_multiforme,testicular_germ_cell_tumor,liver_hepatocellular_carcinoma,prostate_adenocarcinoma,lung_squamous_cell_carcinoma,lung_adenocarcinoma,breast_invasive_carcinoma,ovarian_serous_cystadenocarcinoma,skin_cutaneous_melanoma,pancreatic_adenocarcinoma,colon_adenocarcinoma,esophageal_carcinoma,stomach_adenocarcinoma
PMCH-MERTK,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RLN1-RXFP4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNB2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SEMA3G-NRP2_PLXNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GHRH-VIPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GHRH-GHSR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IAPP-CALCRL,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL13-ACKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL13-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CTSG-F2RL3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BDNF-SORT1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CALCA-CALCR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CALCA-CALCRL+RAMP1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CALCB-CALCR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CALCB-CALCRL+RAMP1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP5-ACVR2A+BMPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP5-ACVR2A+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP5-ACVR2B+BMPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CTSG-FPR1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL1-CCR8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL11-ACKR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL11-CCR3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CCL11-DPP4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNB2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNB3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNB4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNA1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNA2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNA3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNA5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNA6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP2-CHRNA7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNA9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNA10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRND,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNE,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNG,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMA5-ITGA2_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMB2-ITGA2_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
APOA2-TREM2+TYROBP,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
APOB-APOBR,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
APOB-TREM2+TYROBP,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP7-ACVR2A+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP7-ACVR2B+BMPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP7-ACVR2B+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMC3-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RELN-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
THBS2-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
THBS4-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COMP-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHAD-ITGA2_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMA5-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMB2-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNA6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL2A1-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL4A1-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL4A2-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL4A3-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL4A4-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL4A5-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMC2-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CLSTN1-NRXN1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP8A-ACVR2A+BMPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP8A-ACVR2A+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP8A-ACVR2B+BMPR1A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP8A-ACVR2B+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP8A-BMPR1A+BMPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNA4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SLURP1-CHRNA5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMB2-ITGA6_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL4A6-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL6A6-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL9A1-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL9A2-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMA3-ITGA9_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMA5-ITGA9_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMB1-ITGA9_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMC3-ITGA2_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TNR-ITGA8_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TNN-ITGA8_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMC3-ITGA6_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMA3-ITGA7_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL9A3-ITGA3_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMA2-ITGA6_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LAMA5-ITGA6_ITGB1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP5-ACVR2B+BMPR1B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP5-BMPR1A+BMPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP5-BMPR1B+BMPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP4-BMPR1A+BMPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP4-BMPR1B+BMPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP5-ACVR1+ACVR2A,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP5-ACVR1+ACVR2B,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMP5-ACVR1+BMPR2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
